file_path,file_type,inspected_yes_no,skip_reason,feature_area,risk_level_low_medium_high,notes
public/uploads/admin/banners/banners-mnyz4sgc-f0051b3e.jpg,jpg,no,binary/static asset cataloged but not source-reviewed,admin_rbac_operations,high,
public/uploads/products/anker-511-nano-pro-65w-charger-mnyzoikz-37e76524.jpg,jpg,no,binary/static asset cataloged but not source-reviewed,product_catalog,medium,
public/uploads/products/anker-737-power-bank-24000mah-mnyzif42-a41aa5a6.webp,webp,no,binary/static asset cataloged but not source-reviewed,product_catalog,medium,
public/uploads/products/dell-ultrasharp-27-4k-usb-c-u2723de-mnyzrjgz-759f7168.jpg,jpg,no,binary/static asset cataloged but not source-reviewed,product_catalog,medium,
public/uploads/products/samsung-galaxy-s24-ultra-256gb-mnyzjwut-55e72c0c.jpg,jpg,no,binary/static asset cataloged but not source-reviewed,product_catalog,medium,
public/uploads/products/samsung-galaxy-tab-s9-128gb-mnyvmwuo-057009f0.jpg,jpg,no,binary/static asset cataloged but not source-reviewed,product_catalog,medium,
public/uploads/products/samsung-galaxy-tab-s9-128gb-mnyvmwup-3e5876b0.jpg,jpg,no,binary/static asset cataloged but not source-reviewed,product_catalog,medium,
public/uploads/products/samsung-galaxy-tab-s9-128gb-mnyvmwur-d1ec829a.jpg,jpg,no,binary/static asset cataloged but not source-reviewed,product_catalog,medium,
public/uploads/products/samsung-galaxy-tab-s9-128gb-mnyvmwus-7bd162dd.jpg,jpg,no,binary/static asset cataloged but not source-reviewed,product_catalog,medium,
public/uploads/products/sony-playstation-5-dualsense-wireless-controller-monster-hunter-wilds-limited-edition-mnzwh3r1-3aeefbd8.webp,webp,no,binary/static asset cataloged but not source-reviewed,product_catalog,medium,
public/uploads/products/xiaomi-redmi-note-13-pro-256gb-mnyvj84s-d6198d84.webp,webp,no,binary/static asset cataloged but not source-reviewed,product_catalog,medium,
scripts/codemod-button-title.mjs,mjs,yes,,general,low,
scripts/codemod-button-types.mjs,mjs,yes,,general,low,
scripts/codemod-form-labels.mjs,mjs,yes,,general,low,
scripts/codemod-input-labels.mjs,mjs,yes,,general,low,
scripts/process-branding.mjs,mjs,yes,,general,low,
scripts/reset-commerce-signals.mjs,mjs,yes,,general,low,
src/app/(admin)/admin/banners/[id]/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/banners/new/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/banners/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/categories/[id]/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/categories/new/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/categories/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/content/[id]/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/content/new/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/content/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/coupons/[id]/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/coupons/new/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/coupons/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/dashboard/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/flash-sales/[id]/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/flash-sales/new/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/flash-sales/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/inventory/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/layout.tsx,layout,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/notifications/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/orders/[id]/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/orders/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/products/[id]/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/products/new/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/products/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/reports/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/returns/[id]/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/returns/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/reviews/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/settings/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/users/[id]/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(admin)/admin/users/page.tsx,page,yes,,admin_rbac_operations,high,
src/app/(store)/about/page.tsx,page,yes,,general,low,
src/app/(store)/account/addresses/page.tsx,page,yes,,buyer_account,low,
src/app/(store)/account/orders/[id]/page.tsx,page,yes,,buyer_account,medium,
src/app/(store)/account/orders/page.tsx,page,yes,,buyer_account,medium,
src/app/(store)/account/page.tsx,page,yes,,buyer_account,low,
src/app/(store)/account/profile/page.tsx,page,yes,,buyer_account,low,
src/app/(store)/auth/login/page.tsx,page,yes,,auth_session,high,
src/app/(store)/auth/register/page.tsx,page,yes,,auth_session,high,
src/app/(store)/cart/page.tsx,page,yes,,buyer_client_state,low,
src/app/(store)/category/[slug]/page.tsx,page,yes,,category_taxonomy,low,
src/app/(store)/category/page.tsx,page,yes,,category_taxonomy,low,
src/app/(store)/checkout/page.tsx,page,yes,,checkout_orders,medium,
src/app/(store)/compare/page.tsx,page,yes,,buyer_client_state,low,
src/app/(store)/contact/page.tsx,page,yes,,general,low,
src/app/(store)/deals/page.tsx,page,yes,,general,low,
src/app/(store)/faq/page.tsx,page,yes,,general,low,
src/app/(store)/help/page.tsx,page,yes,,general,low,
src/app/(store)/layout.tsx,layout,yes,,general,low,
src/app/(store)/new-arrivals/page.tsx,page,yes,,general,low,
src/app/(store)/order/[orderNumber]/confirmation/page.tsx,page,yes,,checkout_orders,low,
src/app/(store)/page.tsx,page,yes,,general,low,
src/app/(store)/privacy/page.tsx,page,yes,,general,low,
src/app/(store)/products/[slug]/page.tsx,page,yes,,product_catalog,medium,
src/app/(store)/returns/page.tsx,page,yes,,post_purchase,low,
src/app/(store)/search/page.tsx,page,yes,,search_discovery,low,
src/app/(store)/shipping/page.tsx,page,yes,,general,low,
src/app/(store)/terms/page.tsx,page,yes,,general,low,
src/app/(store)/track-order/page.tsx,page,yes,,general,low,
src/app/(store)/wishlist/page.tsx,page,yes,,buyer_client_state,low,
src/app/api/account/addresses/[id]/route.ts,api_route,yes,,buyer_account,high,
src/app/api/account/addresses/route.ts,api_route,yes,,buyer_account,high,
src/app/api/account/profile/route.ts,api_route,yes,,buyer_account,high,
src/app/api/admin/banners/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/banners/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/categories/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/categories/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/content/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/content/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/coupons/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/coupons/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/flash-sales/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/flash-sales/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/inventory/products/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/notifications/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/notifications/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/orders/[id]/payment-status/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/orders/[id]/status/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/products/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/products/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/reports/export/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/reports/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/returns/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/returns/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/reviews/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/settings/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/users/[id]/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/admin/users/route.ts,api_route,yes,,admin_rbac_operations,high,
src/app/api/auth/[...nextauth]/route.ts,api_route,yes,,auth_session,high,
src/app/api/auth/register/route.ts,api_route,yes,,auth_session,high,
src/app/api/contact/route.ts,api_route,yes,,general,high,
src/app/api/coupons/validate/route.ts,api_route,yes,,general,high,
src/app/api/newsletter/route.ts,api_route,yes,,general,high,
src/app/api/orders/route.ts,api_route,yes,,checkout_orders,high,
src/app/api/products/[id]/view/route.ts,api_route,yes,,product_catalog,high,
src/app/api/products/route.ts,api_route,yes,,product_catalog,high,
src/app/api/returns/route.ts,api_route,yes,,post_purchase,high,
src/app/api/reviews/route.ts,api_route,yes,,post_purchase,high,
src/app/api/search/suggestions/route.ts,api_route,yes,,search_discovery,high,
src/app/globals.css,css,yes,,general,low,
src/app/layout.tsx,layout,yes,,general,low,
src/app/opengraph-image.tsx,tsx,yes,,seo,low,
src/app/robots.ts,ts,yes,,seo,low,
src/app/sitemap.ts,ts,yes,,seo,low,
src/backend/account/address.ts,backend_module,yes,,buyer_account,low,
src/backend/account/profile.ts,backend_module,yes,,buyer_account,low,
src/backend/admin/admin-utils.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/banner-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/category-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/coupon-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/flash-sale-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/homepage-section-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/image-processing.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/inventory-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/notification-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/order-update-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/product-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/reports.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/return-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/review-moderation.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/settings-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/admin/user-editor.ts,backend_module,yes,,admin_rbac_operations,high,
src/backend/auth/config.ts,backend_module,yes,,auth_session,high,
src/backend/auth/index.ts,backend_module,yes,,auth_session,high,
src/backend/catalog/product-price-filter.ts,backend_module,yes,,product_catalog,low,
src/backend/commerce-stats.ts,backend_module,yes,,general,low,
src/backend/config/index.ts,backend_module,yes,,general,low,
src/backend/config/payment.ts,backend_module,yes,,payment_readiness,low,
src/backend/config/site.ts,backend_module,yes,,general,low,
src/backend/database/index.ts,backend_module,yes,,general,low,
src/backend/reviews.ts,backend_module,yes,,post_purchase,low,
src/backend/security/rate-limit.ts,backend_module,yes,,security,low,
src/backend/seo/JsonLd.tsx,backend_module,yes,,seo,medium,
src/backend/seo/constants.ts,backend_module,yes,,seo,medium,
src/backend/seo/index.ts,backend_module,yes,,seo,medium,
src/backend/seo/metadata.ts,backend_module,yes,,seo,medium,
src/backend/seo/structured-data.ts,backend_module,yes,,seo,medium,
src/backend/types/api.ts,backend_module,yes,,general,low,
src/backend/types/auth.ts,backend_module,yes,,general,high,
src/backend/types/category.ts,backend_module,yes,,category_taxonomy,low,
src/backend/types/index.ts,backend_module,yes,,general,low,
src/backend/types/order.ts,backend_module,yes,,general,low,
src/backend/types/payment.ts,backend_module,yes,,general,low,
src/backend/types/product.ts,backend_module,yes,,product_catalog,low,
src/backend/types/search.ts,backend_module,yes,,search_discovery,low,
src/backend/utils/cn.ts,backend_module,yes,,general,low,
src/backend/utils/commerce.ts,backend_module,yes,,general,low,
src/backend/utils/format.ts,backend_module,yes,,general,low,
src/backend/utils/index.ts,backend_module,yes,,general,low,
src/backend/utils/string.ts,backend_module,yes,,general,low,
src/frontend/components/account/AddressManager.tsx,frontend_component,yes,,buyer_account,low,
src/frontend/components/account/ProfileForm.tsx,frontend_component,yes,,buyer_account,low,
src/frontend/components/account/ReturnRequestButton.tsx,frontend_component,yes,,buyer_account,low,
src/frontend/components/admin/AdminHeader.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/AdminImageField.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/AdminShell.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/AdminSidebar.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/BannerEditorForm.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/CategoryEditorForm.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/CouponEditorForm.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/FlashSaleEditorForm.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/HomepageSectionEditorForm.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/InventoryAdjustmentPanel.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/NotificationComposer.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/NotificationRowActions.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/OrderStatusUpdater.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/PaymentStatusUpdater.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/ProductEditorForm.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/ReturnRequestManager.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/ReviewModerationActions.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/UserManagementForm.tsx,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/category-utils.ts,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/admin/form-utils.ts,frontend_component,yes,,admin_rbac_operations,high,
src/frontend/components/cart/CartDrawer.tsx,frontend_component,yes,,buyer_client_state,low,
src/frontend/components/category/category-config.tsx,frontend_component,yes,,category_taxonomy,low,
src/frontend/components/content/ContactForm.tsx,frontend_component,yes,,general,low,
src/frontend/components/content/ContentPageShell.tsx,frontend_component,yes,,general,low,
src/frontend/components/content/FAQContent.tsx,frontend_component,yes,,general,low,
src/frontend/components/content/TrackOrderLookup.tsx,frontend_component,yes,,general,low,
src/frontend/components/home/FeaturedCategories.tsx,frontend_component,yes,,general,low,
src/frontend/components/home/FeaturedProductRotator.tsx,frontend_component,yes,,general,low,
src/frontend/components/home/FlashSaleSection.tsx,frontend_component,yes,,general,low,
src/frontend/components/home/HeroBanner.tsx,frontend_component,yes,,general,low,
src/frontend/components/home/ProductGrid.tsx,frontend_component,yes,,general,low,
src/frontend/components/home/PromoSection.tsx,frontend_component,yes,,general,low,
src/frontend/components/layout/BoilabinLogo.tsx,frontend_component,yes,,general,low,
src/frontend/components/layout/BrandWordmark.tsx,frontend_component,yes,,general,low,
src/frontend/components/layout/Footer.tsx,frontend_component,yes,,general,low,
src/frontend/components/layout/Header.tsx,frontend_component,yes,,general,low,
src/frontend/components/layout/NewsletterForm.tsx,frontend_component,yes,,general,low,
src/frontend/components/product/MobileSearchFilters.tsx,frontend_component,yes,,product_catalog,low,
src/frontend/components/product/ProductCard.tsx,frontend_component,yes,,product_catalog,low,
src/frontend/components/product/ProductDetailClient.tsx,frontend_component,yes,,product_catalog,low,
src/frontend/components/product/ReviewSection.tsx,frontend_component,yes,,product_catalog,low,
src/frontend/components/product/SearchFiltersPanel.tsx,frontend_component,yes,,product_catalog,low,
src/frontend/components/search/SortSelect.tsx,frontend_component,yes,,search_discovery,low,
src/frontend/components/ui/CountdownTimer.tsx,frontend_component,yes,,general,low,
src/frontend/components/ui/Providers.tsx,frontend_component,yes,,general,low,
src/frontend/hooks/index.ts,frontend_component,yes,,general,low,
src/frontend/stores/cart.ts,frontend_component,yes,,buyer_client_state,low,
src/frontend/stores/compare.ts,frontend_component,yes,,buyer_client_state,low,
src/frontend/stores/index.ts,frontend_component,yes,,buyer_client_state,low,
src/frontend/stores/wishlist.ts,frontend_component,yes,,buyer_client_state,low,
src/frontend/utils/safe-callback-url.ts,frontend_component,yes,,general,low,
src/middleware.ts,ts,yes,,auth_session,low,
src/shared/assets.ts,ts,yes,,assets_uploads,low,
src/shared/category-media.ts,ts,yes,,category_taxonomy,low,
src/shared/contact.ts,ts,yes,,general,low,
src/types/globals.d.ts,ts,yes,,general,low,
src/types/hookform-resolvers-zod.d.ts,ts,yes,,general,low,
tailwind.config.ts,ts,yes,,general,low,
tests/address-validation.test.ts,test,yes,,tests,low,
tests/admin-reports.test.ts,test,yes,,admin_rbac_operations,high,
tests/admin-user-validation.test.ts,test,yes,,admin_rbac_operations,high,
tests/banner-validation.test.ts,test,yes,,tests,low,
tests/category-utils.test.ts,test,yes,,category_taxonomy,low,
tests/category-validation.test.ts,test,yes,,category_taxonomy,low,
tests/commerce-utils.test.ts,test,yes,,tests,low,
tests/coupon-validation.test.ts,test,yes,,tests,low,
tests/flash-sale-validation.test.ts,test,yes,,tests,low,
tests/homepage-section-validation.test.ts,test,yes,,tests,low,
tests/inventory-validation.test.ts,test,yes,,tests,low,
tests/notification-validation.test.ts,test,yes,,tests,low,
tests/order-update-validation.test.ts,test,yes,,tests,low,
tests/product-validation.test.ts,test,yes,,product_catalog,low,
tests/profile-validation.test.ts,test,yes,,tests,low,
tests/return-validation.test.ts,test,yes,,tests,low,
tests/review-moderation-validation.test.ts,test,yes,,tests,low,
tests/review-validation.test.ts,test,yes,,tests,low,
tests/safe-callback-url.test.ts,test,yes,,tests,low,
tests/settings-validation.test.ts,test,yes,,tests,low,
tsconfig.json,json,yes,,general,low,
tsconfig.tsbuildinfo,tsbuildinfo,no,unknown or non-text file type,general,low,
tsconfig.typecheck.json,json,yes,,general,low,
tsconfig.typecheck.tsbuildinfo,tsbuildinfo,no,unknown or non-text file type,general,low,
